barcodes,UMI,cell
1425,243,noise
1426,243,noise
1427,243,noise
1428,243,noise
1429,243,noise
1430,242,noise
1431,242,noise
1432,242,noise
1433,242,noise
1434,242,noise
1435,242,noise
1436,242,noise
1437,242,noise
1438,241,noise
1439,241,noise
1440,241,noise
1441,240,noise
1442,240,noise
1443,240,noise
1444,240,noise
1445,240,noise
1446,240,noise
1447,240,noise
1448,240,noise
1449,239,noise
1450,239,noise
1451,239,noise
1452,239,noise
1453,239,noise
1454,239,noise
1455,239,noise
1456,239,noise
1457,239,noise
1458,239,noise
1459,239,noise
1460,238,noise
1461,238,noise
1462,238,noise
1463,238,noise
1464,238,noise
1465,238,noise
1466,237,noise
1467,237,noise
1468,237,noise
1469,237,noise
1470,236,noise
1471,236,noise
1472,235,noise
1473,235,noise
1474,235,noise
1475,235,noise
1476,235,noise
1477,235,noise
1478,235,noise
1479,235,noise
1480,234,noise
1481,234,noise
1482,234,noise
1483,234,noise
1484,234,noise
1485,233,noise
1486,233,noise
1487,233,noise
1488,233,noise
1489,232,noise
1490,232,noise
1491,232,noise
1492,232,noise
1493,232,noise
1494,232,noise
1495,231,noise
1496,231,noise
1497,231,noise
1498,231,noise
1499,231,noise
1500,230,noise
1501,230,noise
1502,230,noise
1503,230,noise
1504,230,noise
1505,229,noise
1506,229,noise
1507,228,noise
1508,228,noise
1509,228,noise
1510,228,noise
1511,228,noise
1512,228,noise
1513,228,noise
1514,228,noise
1515,227,noise
1516,227,noise
1517,227,noise
1518,227,noise
1519,227,noise
1520,226,noise
1521,226,noise
1522,226,noise
1523,226,noise
1524,226,noise
1525,226,noise
1526,226,noise
1527,226,noise
1528,225,noise
1529,225,noise
1530,225,noise
1531,225,noise
1532,225,noise
1533,225,noise
1534,224,noise
1535,224,noise
1536,224,noise
1537,223,noise
1538,223,noise
1539,223,noise
1540,223,noise
1541,223,noise
1542,223,noise
1543,223,noise
1544,222,noise
1545,222,noise
1546,221,noise
1547,221,noise
1548,220,noise
1549,220,noise
1550,220,noise
1551,220,noise
1552,220,noise
1553,220,noise
1554,219,noise
1555,219,noise
1556,219,noise
1557,219,noise
1558,219,noise
1559,219,noise
1560,219,noise
1561,218,noise
1562,218,noise
1563,218,noise
1564,218,noise
1565,217,noise
1566,217,noise
1567,217,noise
1568,217,noise
